query,comment,true_label
How to improve aiming in Valorant?,It spawns at ripperdocs when you hit Street Cred 50 and Level 40.,0
How does the economy work for loss bonus?,The real boss is the friends we made along the way.,0
Where to get the Apogee Sandevistan?,"After hours of trying, I can say: In phantom liberty, you can buy it in Dogtown as long as you are level 40.",1
What are the soft caps for Vigor in Elden Ring?,"40 gives you 1450 HP, 60 gives you 1900 HP. That's the sweet spot. This is the most reliable method.",1
What is the most efficient way to get Netherite?,Someone please help me find a good monitor for gaming.,0
When should you buy a helmet on CT side?,I miss the old days before the nerfs.,0
How to use the Sandy effectively in melee?,I think the soundtrack is the best part of this game.,0
What are the soft caps for Vigor in Elden Ring?,For pure damage: Tetratronic Rippler. For stealth: Arasaka.,0
How to cure a zombie villager?,"Lock it in a boat, hit it with splash weakness, feed golden apple.",1
Best smoke for Window on Mirage?,"After hours of trying, I can say: From top mid, stand at the cart, aim at the middle of the antenna and regular throw.",1
How do you dodge Waterfowl Dance from Malenia?,"After hours of trying, I can say: Throwing a projectile to trigger it early when she's at 70% HP helps control pacing.",1
How does the sub-tick system work in CS2?,"This is the correct answer. Unlike 64-tick, sub-tick timestamps your actions so movement and shooting are exact.",1
How does the sub-tick system work in CS2?,I rage quit and threw my controller out the window.,0
What is the most efficient way to get Netherite?,This is solid advice: Go to Y-level 15 in the Nether. Dig a long tunnel and explode beds every 5 blocks.,1
How to improve aiming in Valorant?,"After hours of trying, I can say: Stop moving when you shoot. The movement penalty in this game is massive.",1
How does the sub-tick system work in CS2?,Has anyone tried the new update? It broke my save file.,0
Best controller agent for Ascent?,Seconding this advice. Astra used to be good but Omen's regenerating smokes and blind win on Ascent.,1
How does the economy work for loss bonus?,This is the correct answer. Never save an op if you're the last alive on attack. You won't get loss bonus.,1
How does the economy work for loss bonus?,"TNT mining at Y level 15. If you lack gunpowder, use beds instead.",0
What are the soft caps for Vigor in Elden Ring?,Do not level past 60 Vigor. Diminishing returns hit like a truck after that. Tested this myself and it works perfectly.,1
How does the economy work for loss bonus?,"After hours of trying, I can say: If you survive the round but lose the objective, you only get 1000 credits.",1
What is the best Y level to mine for diamonds in 1.20?,Dig to -59. It is much better than the old Y=11 from previous versions.,1
How does the sub-tick system work in CS2?,"Sub-tick records the exact microsecond you clicked, rather than waiting for the next server frame.",1
Where to get the Apogee Sandevistan?,Seconding this advice. Reach Level 40+ and buy it for ~110k eddies from any ripperdoc.,1
What is the most efficient way to get Netherite?,Ancient debris spawns most at Y=15. Bed mining is the fastest way to clear area.,1
How to cure a zombie villager?,I paused the game to make a sandwich and won somehow.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Give it to the Twin Maiden Husks at Roundtable Hold to buy stones 1 and 2.,1
What is the best Y level to mine for diamonds in 1.20?,"It's just RNG honestly, keep trying.",0
What is the most efficient way to get Netherite?,Light roll gives you enough distance to simply backstep out of range.,0
What is the best Y level to mine for diamonds in 1.20?,"Turn it on, sprint into the middle of the room, throwing knife everyone's head.",0
How do you dodge Waterfowl Dance from Malenia?,"Trap a villager. Every time he harvests the wheat, the hopper minecart below grabs it.",0
How to improve aiming in Valorant?,Wait for the mobile port.,0
Best way to hold B site on Dust 2?,Touch grass.,0
Best controller agent for Ascent?,The graphics look way better after the last patch.,0
How does the sub-tick system work in CS2?,Crimsonwhorl Bubbletear completely negates the holy beam attacks.,0
What is the best build to beat the Elden Beast?,"It's just RNG honestly, keep trying.",0
How do you dodge Waterfowl Dance from Malenia?,Use Freezing Pot when she jumps in the air to instantly cancel the attack. Would definitely recommend trying this.,1
When should you buy a helmet on CT side?,"If the T side is on a full buy with AK-47s, skip the helmet. Save your economy. Would definitely recommend trying this.",1
What are the soft caps for Vigor in Elden Ring?,Is my RTX 3060 enough to run this on ultra?,0
Is stealth viable in Cyberpunk Phantom Liberty?,I rage quit and threw my controller out the window.,0
How does the economy work for loss bonus?,"This is solid advice: If you lose three rounds in a row, you max out the loss bonus at 2900 credits.",1
What is the best Y level to mine for diamonds in 1.20?,Give it to the Twin Maiden Husks at Roundtable Hold to buy stones 1 and 2.,0
How to cure a zombie villager?,Make sure they are under a roof so they don't burn in daylight while curing. Weakness + Gold Apple.,1
Best smoke for Window on Mirage?,I think the soundtrack is the best part of this game.,0
Best smoke for Window on Mirage?,I just spent 10 hours playing and forgot to eat.,0
How do you build a fully automatic wheat farm?,"My framerate keeps dropping to 20fps, any fix?",0
What is the best eco weapon round 2 after winning pistol?,Buy a Spectre and heavy shields. You can run and gun the unarmored enemies.,1
Is stealth viable in Cyberpunk Phantom Liberty?,"Yes, the new pistol perk tree makes silenced revolvers one-shot everything. This strategy helped me a lot.",1
How do you dodge Waterfowl Dance from Malenia?,"Satori katana gives insane crit damage, perfect for slowed headshots.",0
How does the economy work for loss bonus?,"It's just RNG honestly, keep trying.",0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Astra used to be good but Omen's regenerating smokes and blind win on Ascent.,0
How to use the Sandy effectively in melee?,I think the soundtrack is the best part of this game.,0
Where to get the Apogee Sandevistan?,This is solid advice: No specific location anymore in 2.0. All ripperdocs sell it at tier 5 (level 40).,1
When should you buy a helmet on CT side?,Touch grass.,0
What is the best build to beat the Elden Beast?,Anyone want to queue together? Drop your discord.,0
How do you build a fully automatic wheat farm?,Go to the orange cave dot on the map northeast of Liurnia lakes.,0
How to improve aiming in Valorant?,This is solid advice: Lower your sensitivity. Most pros play around 200-400 eDPI.,1
Best smoke for Window on Mirage?,"From my experience, To smoke window instantly, align the door frame in T spawn with the skybox tower.",1
How does the economy work for loss bonus?,"1900 base loss, +500 for each consecutive loss maxing at 2900.",1
What is the best Y level to mine for diamonds in 1.20?,Dig to -59. It is much better than the old Y=11 from previous versions. This is the most reliable method.,1
How does the economy work for loss bonus?,"If you survive the round but lose the objective, you only get 1000 credits. This is the most reliable method.",1
How do you dodge Waterfowl Dance from Malenia?,Servers are down again. Awesome.,0
How does the economy work for loss bonus?,Has anyone tried the new update? It broke my save file.,0
How do you dodge Waterfowl Dance from Malenia?,I think the soundtrack is the best part of this game.,0
What is the most efficient way to get Netherite?,"My framerate keeps dropping to 20fps, any fix?",0
What is the best eco weapon round 2 after winning pistol?,I just started playing this game yesterday and I have no idea what's going on.,0
Best way to hold B site on Dust 2?,"Throw a Splash Potion of Weakness at it, then feed it a Golden Apple.",0
Best controller agent for Ascent?,This is solid advice: Omen. Shrouded step on top of the generator on A site catches everyone off guard.,1
What are the soft caps for Vigor in Elden Ring?,First soft cap: 40. Second soft cap: 60.,1
What is the most efficient way to get Netherite?,Seconding this advice. Go to Y-level 15 in the Nether. Dig a long tunnel and explode beds every 5 blocks.,1
What is the best eco weapon round 2 after winning pistol?,Does anyone know when the DLC drops?,0
What is the most efficient way to get Netherite?,"This game is dead, uninstall it.",0
When should you buy a helmet on CT side?,Seconding this advice. Always buy helmet if Ts are force buying Mac-10s or Tec-9s.,1
What are the soft caps for Vigor in Elden Ring?,This is the correct answer. First soft cap: 40. Second soft cap: 60.,1
How do you build a fully automatic wheat farm?,"If you know they have AKs, the helmet literally does nothing. Just buy kevlar.",0
Best way to hold B site on Dust 2?,Make sure they are under a roof so they don't burn in daylight while curing. Weakness + Gold Apple.,0
What is the best build to beat the Elden Beast?,"Stay behind it when it breathes fire, you can get 4-5 free hits.",1
What is the best Y level to mine for diamonds in 1.20?,Imagine paying $60 for this.,0
How do you build a fully automatic wheat farm?,It spawns at ripperdocs when you hit Street Cred 50 and Level 40.,0
How to improve aiming in Valorant?,I paused the game to make a sandwich and won somehow.,0
Best smoke for Window on Mirage?,Aim at the right side of the wooden plank from T-spawn steps. Jump throw.,1
Where to get the Apogee Sandevistan?,Ripperdocs sell it everywhere once you reach the level tier 5 threshold.,1
Best controller agent for Ascent?,"Set up a farmer villager in a 9x9 farm, place a fence and hopper in the center.",0
Best cyberdeck for a netrunner build 2.0?,Max loss bonus is 2900. Winning a round resets it back to normal.,0
What is the most efficient way to get Netherite?,The real boss is the friends we made along the way.,0
When should you buy a helmet on CT side?,"From my experience, Never buy a helmet if you know the Ts have full AKs and AWPs. It's a waste of $350.",1
How does the sub-tick system work in CS2?,It breaks tickrate reliance. The server knows exactly when your mouse clicked. This strategy helped me a lot.,1
When should you buy a helmet on CT side?,Who else remembers when this game first launched?,0
Best controller agent for Ascent?,Play Omen. Ascent has a lot of verticality and his teleport gets tricky angles.,1
Is stealth viable in Cyberpunk Phantom Liberty?,It's great. Grab the 'Gag Order' perk and you can stealth-kill enemies in crowds. This made a huge difference.,1
What is the best build to beat the Elden Beast?,"You get 1900 for loss 1, 2400 for loss 2, and 2900 for loss 3 or more.",0
Best smoke for Window on Mirage?,"To smoke window instantly, align the door frame in T spawn with the skybox tower. Tested this myself and it works perfectly.",1
How to use the Sandy effectively in melee?,Activate it only when getting shot at. Use dash-attacks to close the gap. This is the most reliable method.,1
Best controller agent for Ascent?,"My framerate keeps dropping to 20fps, any fix?",0
Best controller agent for Ascent?,"After hours of trying, I can say: Viper is terrible on Ascent, play Omen or a good Brimstone.",1
How do you dodge Waterfowl Dance from Malenia?,Has anyone tried the new update? It broke my save file.,0
What is the best build to beat the Elden Beast?,"The server calculates the exact moment you fired, resolving peekers advantage slightly.",0
What is the best build to beat the Elden Beast?,Extremely viable. Optical camo + throwing knives + Her Majesty pistol is OP.,0
Best cyberdeck for a netrunner build 2.0?,Equip a medium shield with Vow of the Indomitable ash of war.,0
Best smoke for Window on Mirage?,A standard jumpthrow from the trash bin in T spawn. Crosshair at the white cloud.,1
How do you dodge Waterfowl Dance from Malenia?,Who else remembers when this game first launched?,0
Is stealth viable in Cyberpunk Phantom Liberty?,Optical camo combined with the relic tree makes you practically invisible.,1
How to cure a zombie villager?,"This is the correct answer. Lock it in a boat, hit it with splash weakness, feed golden apple.",1
Best way to hold B site on Dust 2?,"Use an incendiary on the tunnel stairs if they execute, buys you 7 seconds.",1
How does the sub-tick system work in CS2?,Miyazaki is a genius.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,It's in the Raya Lucaria Crystal Tunnel. Just run past the miners to the boss.,1
Best way to hold B site on Dust 2?,"If you play back plat, make sure you have a smoke to isolate the site entrance.",1
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Someone please help me find a good monitor for gaming.,0
Best controller agent for Ascent?,"Use potion of weakness and a regular golden apple, NOT an enchanted golden apple.",0
How to improve aiming in Valorant?,Play Deathmatch but unbind your crouch key so you stop spraying.,1
How to improve aiming in Valorant?,"Throw an incendiary deep into lower tunnels to stop the rush, then flash out.",0
Best way to hold B site on Dust 2?,"Jiggle peek from doors to get information, then fall back and hold site.",1
What is the best build to beat the Elden Beast?,Brimstone is okay for executes but Omen's global range makes him the top pick.,0
Where do I find the Smithing-Stone Miner's Bell Bearing 1?,Seconding this advice. It drops from the Crystalian boss at the end of Raya Lucaria Crystal Tunnel.,1
How does the sub-tick system work in CS2?,"The server calculates the exact moment you fired, resolving peekers advantage slightly.",1
